Fecha,DIALLU0.1,HUMCALH,HUMCALMAXD,HUMCALMIND,HUMSUEPROF1MTS,HUMAIR2MTSH,HUMSUE20CMH,PREACU2MIN,PREINT30MIN,TEMSUE10CM
2021-09-02 07:00:00,0,91,91,65,8.8,7.2,22,9.6,0,9.2
2021-09-03 07:00:00,0,90,90,60,7.2,7.4,20.2,8,0,8.8
2021-09-07 07:00:00,0,91,91,56,9.6,9.2,19.6,10.4,0,9.8
2021-09-08 07:00:00,1,91,91,58,11.2,10.4,19.8,12,4.8,12
2021-09-09 07:00:00,1,87,87,56,9.4,8.4,20.2,10.6,0.7,10.4
2021-09-10 07:00:00,1,91,91,64,10.2,8.6,20.2,11,2.6,10.8
2021-09-14 07:00:00,0,93,93,55,9,7,18.8,9.6,0,13.8
2021-09-15 07:00:00,0,86,86,59,7.8,5.2,21.6,9,0,11.6
2021-09-16 07:00:00,0,91,91,61,10,9.2,17.4,10.8,0,10.8
2021-09-17 07:00:00,0,91,91,58,8.8,8.2,19.2,9.6,0,10
2021-09-21 07:00:00,1,87,87,56,10.2,9.8,18.6,11.4,1.4,12.6
2021-09-22 07:00:00,1,91,91,58,9,8.4,19,9.8,17.5,11.8
2021-09-23 07:00:00,0,91,91,61,11.2,10.4,18.2,12,0,11.8
2021-09-24 07:00:00,1,91,91,64,9.6,8.8,18.6,10.4,0.7,12
2021-09-28 07:00:00,1,87,87,63,10.4,6.8,19.2,11.6,1.6,12
2021-09-29 07:00:00,0,91,91,54,9.4,9,20.8,10.2,0,11.2
2021-09-30 07:00:00,1,91,91,53,11.4,10.4,21,12.2,2.8,11.4
2021-11-02 07:00:00,0,87,87,60,11.4,11.2,21,12.6,0,12
2021-11-03 07:00:00,0,92,92,58,12,11.6,21.2,12.8,0,11.8
2021-11-04 07:00:00,1,88,88,64,12,12.2,19.8,13.2,1.5,13.2
2021-11-05 07:00:00,0,91,91,65,10.8,10.4,22,11.6,0,10.2
2021-11-09 07:00:00,1,87,87,64,10.4,11,19.8,11.6,10.2,11
2021-11-10 07:00:00,1,91,92,60,10.2,10.2,20.6,11,19.8,12.2
2021-11-11 07:00:00,0,91,91,61,11,10,22.2,11.8,0,10.8
2021-11-12 07:00:00,0,91,91,57,10.2,10.4,22.8,11,0,11
2021-11-16 07:00:00,0,92,92,65,11.8,6.6,21.6,12.6,0,12
2021-11-17 07:00:00,0,91,91,55,10.4,9.2,21.8,11.2,0,11.4
2021-11-18 07:00:00,0,83,83,61,7.4,7.2,21.6,8.8,0,9
2021-11-19 07:00:00,0,82,82,54,4.6,4.8,22,6,0,10
2021-11-23 07:00:00,1,87,87,68,10.4,9.2,19.4,11.6,15.8,11.8
2021-11-24 07:00:00,1,94,94,68,11.4,10.6,19,12,2.2,11.6
2021-11-25 07:00:00,1,85,85,63,11.2,11.4,21.4,12.6,3,12.4
2021-11-26 07:00:00,1,87,87,68,10.2,9.6,20.4,11.4,2.4,10.6
2021-11-30 07:00:00,0,87,87,57,11,10.8,19.2,12.2,0,11.8
2021-12-02 07:00:00,0,90,90,54,7.2,6.8,21,8,0,9.8
2021-12-03 07:00:00,0,87,87,65,10.4,8.2,20.4,11.6,0,12
2021-12-09 07:00:00,1,94,94,61,11.6,6.4,21.8,12.2,4,12.2
2021-12-10 07:00:00,1,80,80,67,12,12.8,21.4,14,7.8,13
2022-01-11 07:00:00,0,91,91,56,10.6,4.6,20.4,11.4,0,11
2022-01-12 07:00:00,0,91,91,64,9.4,9.2,20,10.2,0,10.2
2022-01-13 07:00:00,1,91,91,58,10.8,10.4,18.6,11.6,3.6,10.4
2022-01-14 07:00:00,0,93,93,59,9.4,9.2,18.8,10,0,10
2022-01-17 07:00:00,0,93,93,57,8.6,6.4,22.6,9.2,0,13
2022-01-18 07:00:00,0,82,82,55,8.2,8,20,9.8,0,9
2022-01-19 07:00:00,0,95,95,56,5.2,4.8,22,5.6,0,9.6
2022-01-20 07:00:00,0,84,84,49,8.6,5.4,21.2,10,0,9
2022-01-21 07:00:00,0,86,86,63,7.6,7.8,22.2,8.8,0,8.2
2022-01-25 07:00:00,0,93,93,64,9.2,9,21,9.8,0,7.8
2022-01-26 07:00:00,0,92,92,56,11.8,8.8,22.6,12.6,0,11.8
2022-01-27 07:00:00,0,93,93,64,8.4,8.2,21.8,9,0,10
2022-01-28 07:00:00,1,85,85,51,6.6,7,22.6,7.8,0.9,10.2
2022-01-31 07:00:00,0,95,95,54,6.8,4.4,21.2,7.2,0,7.2
2022-02-01 07:00:00,0,82,82,60,5.2,5,21.8,6.6,0,7.2
2022-02-02 07:00:00,1,83,83,49,7.2,6.4,20.8,8.6,0.6,8.4
2022-02-03 07:00:00,0,89,89,52,5.2,5.4,21.2,6,0,7.2
2022-02-04 07:00:00,1,90,90,56,8,6,22.2,8.8,13.6,8
2022-02-07 07:00:00,0,93,93,62,9.8,9.6,19.8,10.4,0,12
2022-02-08 07:00:00,1,87,87,57,10.4,10.2,17.2,11.6,4.6,10
2022-02-09 07:00:00,1,93,93,62,9.8,9,18.2,10.4,1.8,9
2022-02-10 07:00:00,1,90,90,71,7,7.2,21,7.8,6.6,7.2
2022-02-11 07:00:00,1,93,93,58,9,7.4,21.4,9.6,0.9,7.2
2022-02-14 07:00:00,1,100,100,100,11.4,10.6,21.4,11.4,5.5,12.8
2022-02-15 07:00:00,0,91,91,59,11,11.2,21,11.8,0,12
2022-02-16 07:00:00,1,83,83,58,10,10.4,22.2,11.6,17.2,12
2022-02-17 07:00:00,0,87,87,55,10.6,10.6,20.4,11.8,0,10
2022-02-18 07:00:00,0,94,94,54,11.4,10.8,20,12,0,10.4
2022-02-22 07:00:00,0,91,91,58,9.8,7.8,22.2,10.6,0,11
2022-02-23 07:00:00,0,93,93,58,8.8,8.6,23.2,9.4,0,10.8
2022-02-24 07:00:00,1,98,100,98,12.2,9.2,22.4,12.4,24,12
2022-02-25 07:00:00,1,91,91,56,11.2,10.8,20.4,12,22.2,12
2022-03-01 07:00:00,0,91,91,57,11,10.6,18.8,11.8,0,11
2022-03-02 07:00:00,0,94,94,55,11.8,11.6,19,12.4,0,11.4
2022-03-03 07:00:00,1,92,92,46,11.8,11.8,20.2,12.6,2.9,12
2022-03-04 07:00:00,0,91,91,65,9.6,9,20.6,10.4,0,11.4
2022-03-07 07:00:00,1,91,91,47,11.4,10.8,19.4,12.2,1.8,11.2
2022-03-08 07:00:00,0,79,79,51,7.2,7.6,19,9,0,7.2
2022-03-10 07:00:00,0,86,86,50,8,6.6,21.2,9.2,0,11
2022-03-11 07:00:00,1,93,93,54,9,8.8,21,9.6,0.7,7.8
2022-03-15 07:00:00,1,91,91,56,8.2,8,20.2,9,18.8,9.6
2022-03-16 07:00:00,0,87,87,57,10.4,9.2,22.2,11.6,0,13.6
2022-03-17 07:00:00,1,91,91,50,9.6,8.2,21.8,10.4,1.2,11
2022-03-23 07:00:00,0,91,91,57,11,11,21,11.8,0,10.8
2022-03-24 07:00:00,0,93,93,54,10.8,10.2,20.6,11.4,0,11.2
2022-03-25 07:00:00,0,87,87,63,9.4,9.2,20.2,10.6,0,12.2
2022-03-28 07:00:00,0,84,84,61,8.4,8.6,18.2,9.8,0,14.2
2022-03-29 07:00:00,0,91,91,63,9.8,9.8,19.6,10.6,0,9.8
2022-03-30 07:00:00,1,75,75,60,9.4,10.2,21.8,11.8,4.7,12.2
2022-03-31 07:00:00,0,91,91,54,10.8,11,19.4,11.6,0,11.4
2022-04-01 07:00:00,0,93,93,57,8.4,8.2,22,9,0,8
2022-04-19 07:00:00,1,93,93,65,11,10.8,16.2,11.6,19,11
2022-04-20 07:00:00,1,93,93,54,10.8,10.6,16.4,11.4,2.2,10.8
2022-04-21 07:00:00,1,91,91,59,11,9.8,21,11.8,14.5,11.2
2022-04-22 07:00:00,1,91,91,47,11.2,11.2,20.4,12,1.6,11.2
2022-04-25 07:00:00,1,94,94,57,11.6,10.8,18.2,12.2,3,11
2022-04-26 07:00:00,1,87,87,55,9.4,7.2,20.4,10.6,16.4,9.8
2022-04-27 07:00:00,1,87,87,53,11.4,10.2,19,12.6,13.2,11.6
2022-04-28 07:00:00,1,92,92,55,11.6,11.2,18.8,12.4,4.6,11.2
2022-04-29 07:00:00,1,91,91,54,9.8,9.4,18.6,10.6,0.8,9.2
2022-05-02 07:00:00,1,96,96,53,11,7,19.6,11.4,0.6,13
2022-05-03 07:00:00,0,90,90,53,5.8,5.4,22.2,6.6,0,11
2022-05-04 07:00:00,1,83,83,55,6.4,6,21.8,7.8,0.5,8.8
2022-05-05 07:00:00,1,92,92,53,11.6,8.2,16.2,12.4,2.4,11
2022-05-06 07:00:00,1,87,87,47,11,11.4,19.2,12.2,1.5,11
2022-05-10 07:00:00,1,92,92,47,11.6,10.6,22,12.4,6.5,11.6
2022-05-11 07:00:00,1,83,83,56,11.2,10.8,21.4,12.8,6.4,11.8
2022-05-12 07:00:00,1,92,92,55,11.6,11.2,21.8,12.4,0.6,12.2
2022-05-13 07:00:00,1,85,85,63,11.4,11,20.2,12.8,1.2,12.2
2022-05-16 07:00:00,1,92,92,53,11.8,10.8,20.2,12.6,2,13
2022-05-17 07:00:00,1,98,98,73,11.8,11.4,19,12,1.5,12
2022-05-18 07:00:00,1,93,93,54,11,10.2,15.4,11.6,16.2,11
2022-05-19 07:00:00,1,93,93,49,11.2,11.2,18,11.8,12.8,11
2022-05-20 07:00:00,1,85,85,57,10.2,9.8,19.8,11.6,3.5,10.4
2022-05-23 07:00:00,0,91,91,46,9.6,7.6,21,10.4,0,13
2022-05-24 07:00:00,1,91,91,62,10.8,10.4,19.8,11.6,3.7,11.2
2022-05-25 07:00:00,1,92,92,54,12,11.6,17,12.8,2.6,12.2
2022-05-26 07:00:00,1,87,87,49,11,10.8,17.2,12.2,8.8,11
2022-05-27 07:00:00,0,83,83,49,10,10.4,17.8,11.6,0,10.6
2022-06-02 07:00:00,1,95,95,42,8,6.6,21.8,8.4,2.6,7.6
2022-06-03 07:00:00,1,91,91,61,11,8.6,17.2,11.8,26.2,11.4
2022-06-07 07:00:00,1,87,87,53,11.2,11.6,18.8,12.4,4.5,10.6
2022-06-08 07:00:00,1,87,87,62,9.2,9.4,18,10.4,2.8,9.6
2022-06-09 07:00:00,1,92,92,62,11.8,10.2,18.4,12.6,6.2,11.6
2022-06-10 07:00:00,1,95,95,58,7.2,6.8,21.2,7.6,0.9,8
2022-06-13 07:00:00,1,93,93,55,10.8,9.8,18,11.4,9.2,9
2022-06-14 07:00:00,1,98,98,48,9,8.4,17.4,9.2,1,8.8
2022-06-15 07:00:00,1,93,93,57,9.2,7.6,19.4,9.8,1.6,7.2
2022-06-16 07:00:00,1,94,94,54,11.4,9.2,19,12,1.5,7.2
2022-06-17 07:00:00,1,93,93,57,9,8.4,17.2,9.6,0.7,9
2022-06-21 07:00:00,0,93,93,54,10.8,7.8,19.6,11.4,0,10.2
2022-06-22 07:00:00,1,91,91,53,10.2,10.4,21,11,3.5,10.6
2022-06-23 07:00:00,1,82,85,73,8.2,7.2,16.2,9.8,5.2,8
2022-06-24 07:00:00,1,87,88,56,9.4,8.6,16,10.6,4.5,11
2022-06-28 07:00:00,1,95,95,47,8.8,8.4,22,9.2,27.4,9.2
2022-06-29 07:00:00,1,95,95,52,10.2,9.2,18.8,10.6,18.6,11.4
2022-07-06 07:00:00,0,93,93,50,11,8.2,18.8,11.6,0,11.8
2022-07-07 07:00:00,1,85,85,60,5.4,4.8,19,6.6,2.6,7.2
2022-07-08 07:00:00,1,94,94,53,11.4,6.4,16.2,12,6.2,12.2
2022-07-11 07:00:00,1,91,91,52,11.4,10.2,16.6,12.2,1.5,13.2
2022-07-12 07:00:00,1,91,91,50,9.8,9.4,20.2,10.6,4.8,10.2
2022-07-13 07:00:00,0,87,87,56,11,10.8,20.6,12.2,0,10.8
2022-07-14 07:00:00,1,83,83,45,7.4,7,22,8.8,2.7,7.2
2022-07-15 07:00:00,0,93,93,55,9.8,9.2,21.2,10.4,0,9.2
